# Matmul step log
# Date: 2025-07-09T08:35:35.442294
# GPU: NVIDIA H100 PCIe
# Seed: 42, Size: 1024, Dtype: torch.float16
# Calculating C[0, 0] step by step on the GPU
# step,a,b,product,accumulator
129,0.197265625,0.3759765625,0.07415771484375,-3.212890625
130,0.97802734375,0.6064453125,0.59326171875,-2.619140625
131,-0.0286712646484375,-0.89111328125,0.025543212890625,-2.59375
132,1.6826171875,0.438232421875,0.7373046875,-1.8564453125
133,1.0908203125,0.57861328125,0.63134765625,-1.224609375
134,-0.9921875,-0.2305908203125,0.228759765625,-0.99609375
135,-0.67138671875,-0.71142578125,0.4775390625,-0.5185546875
136,1.7197265625,0.84912109375,1.4599609375,0.94140625
137,2.4609375,0.09234619140625,0.227294921875,1.1689453125
138,-0.61962890625,-0.05755615234375,0.035675048828125,1.205078125
139,1.271484375,0.69384765625,0.88232421875,2.087890625
140,-0.27978515625,0.5869140625,-0.1641845703125,1.923828125
141,0.43603515625,1.1787109375,0.51416015625,2.4375
142,0.426025390625,0.472900390625,0.201416015625,2.638671875
143,1.064453125,1.6953125,1.8046875,4.4453125
144,-2.02734375,-0.845703125,1.71484375,6.16015625
145,-0.6328125,-0.53076171875,0.3359375,6.49609375
146,2.111328125,-2.1484375,-4.53515625,1.9609375
147,-0.0947265625,0.40478515625,-0.038330078125,1.9228515625
148,0.23583984375,2.11328125,0.498291015625,2.421875
149,-0.72998046875,0.350830078125,-0.256103515625,2.166015625
150,-1.685546875,0.5634765625,-0.94970703125,1.216796875
151,0.91162109375,1.53515625,1.3994140625,2.6171875
152,0.78857421875,0.0391845703125,0.0308990478515625,2.6484375
153,-0.62890625,0.8603515625,-0.541015625,2.107421875
154,2.16015625,0.60595703125,1.30859375,3.416015625
155,1.1640625,0.329833984375,0.384033203125,3.80078125
156,-0.42578125,1.34375,-0.572265625,3.228515625
157,0.2393798828125,0.76220703125,0.1824951171875,3.41015625
158,-1.27734375,-0.80029296875,1.0224609375,4.43359375
159,-0.12066650390625,-0.232177734375,0.02801513671875,4.4609375
160,-0.6064453125,0.060089111328125,-0.03643798828125,4.42578125
161,-0.8076171875,-0.0814208984375,0.06573486328125,4.4921875
162,0.002147674560546875,0.457763671875,0.0009832382202148438,4.4921875
163,-0.1944580078125,-0.9814453125,0.1907958984375,4.68359375
164,0.74951171875,0.15234375,0.11419677734375,4.796875
165,0.81201171875,-1.0927734375,-0.88720703125,3.91015625
166,0.82470703125,-0.493408203125,-0.406982421875,3.50390625
167,-0.60986328125,-0.003032684326171875,0.0018491744995117188,3.505859375
168,1.298828125,-0.5908203125,-0.767578125,2.73828125
169,-1.0732421875,1.583984375,-1.7001953125,1.0380859375
170,-0.0233001708984375,1.54296875,-0.03594970703125,1.001953125
171,-0.36572265625,1.48828125,-0.54443359375,0.45751953125
172,-0.486572265625,1.09375,-0.5322265625,-0.07470703125
173,0.1497802734375,0.06390380859375,0.00957489013671875,-0.06512451171875
174,-1.509765625,-0.59765625,0.90234375,0.83740234375
175,0.310302734375,0.145263671875,0.045074462890625,0.88232421875
176,-0.44873046875,0.63671875,-0.28564453125,0.5966796875
177,-1.0966796875,-2.08984375,2.291015625,2.88671875
178,-1.26953125,-2.359375,2.99609375,5.8828125
179,-1.5771484375,1.2958984375,-2.04296875,3.83984375
180,-1.5888671875,1.1796875,-1.8740234375,1.9658203125
181,-0.65625,-0.305908203125,0.2008056640625,2.166015625
182,0.759765625,1.61328125,1.2255859375,3.390625
183,-0.607421875,-1.6533203125,1.00390625,4.39453125
184,0.30224609375,0.85791015625,0.25927734375,4.65234375
185,-1.34375,-1.7490234375,2.349609375,7.0
186,-0.318603515625,-0.9560546875,0.3046875,7.3046875
187,0.59326171875,0.8974609375,0.5322265625,7.8359375
188,0.572265625,-1.146484375,-0.65625,7.1796875
189,-0.755859375,1.3232421875,-1.0,6.1796875
190,-0.1265869140625,0.00841522216796875,-0.0010652542114257812,6.1796875
191,-0.43212890625,0.01580810546875,-0.006832122802734375,6.171875
192,-1.39453125,1.2763671875,-1.7802734375,4.390625
193,0.387451171875,0.77685546875,0.301025390625,4.69140625
194,-0.205322265625,0.548828125,-0.1126708984375,4.578125
195,0.599609375,0.09796142578125,0.058746337890625,4.63671875
196,-1.0029296875,-1.50390625,1.5087890625,6.14453125
197,-0.0037097930908203125,0.92822265625,-0.0034427642822265625,6.140625
198,-0.8017578125,0.386962890625,-0.310302734375,5.83203125
199,0.39404296875,1.525390625,0.60107421875,6.43359375
200,2.53515625,1.185546875,3.005859375,9.4375
201,0.2491455078125,2.810546875,0.7001953125,10.140625
202,0.89697265625,-0.320556640625,-0.28759765625,9.8515625
203,0.7802734375,0.68359375,0.533203125,10.3828125
204,0.9150390625,-0.69384765625,-0.634765625,9.75
205,-0.3671875,-0.9775390625,0.35888671875,10.109375
206,0.0858154296875,-0.88427734375,-0.07586669921875,10.03125
207,-0.84326171875,-1.6376953125,1.380859375,11.4140625
208,0.42529296875,0.048828125,0.0207672119140625,11.4375
209,1.119140625,-1.564453125,-1.7509765625,9.6875
210,0.399658203125,-1.6572265625,-0.662109375,9.0234375
211,-0.08648681640625,-0.398193359375,0.034423828125,9.0546875
212,0.8447265625,-0.537109375,-0.45361328125,8.6015625
213,-0.39794921875,-0.019378662109375,0.00771331787109375,8.609375
214,-0.08599853515625,-0.0693359375,0.005962371826171875,8.6171875
215,1.9521484375,-1.2099609375,-2.361328125,6.2578125
216,-0.422119140625,0.1881103515625,-0.07940673828125,6.1796875
217,0.548828125,-1.7099609375,-0.9384765625,5.2421875
218,0.1495361328125,-0.292236328125,-0.043701171875,5.19921875
219,-1.974609375,-0.38232421875,0.7548828125,5.953125
220,-0.034515380859375,-1.0107421875,0.034881591796875,5.98828125
221,-1.263671875,-0.98681640625,1.2470703125,7.234375
222,-0.25439453125,1.3447265625,-0.342041015625,6.890625
223,0.0233306884765625,0.2498779296875,0.005828857421875,6.89453125
224,2.0078125,0.478759765625,0.96142578125,7.85546875
225,0.9794921875,1.7919921875,1.7548828125,9.609375
226,1.388671875,0.461181640625,0.640625,10.25
227,-0.9853515625,-0.84912109375,0.8369140625,11.0859375
228,-0.48291015625,0.8095703125,-0.390869140625,10.6953125
229,-0.0193328857421875,-0.3369140625,0.006511688232421875,10.703125
230,-1.73828125,0.459716796875,-0.79931640625,9.90625
231,0.1683349609375,2.150390625,0.362060546875,10.265625
232,0.26123046875,0.52783203125,0.137939453125,10.40625
233,-0.22314453125,0.650390625,-0.1451416015625,10.2578125
234,-0.85205078125,-0.52197265625,0.44482421875,10.703125
235,0.2734375,0.23193359375,0.06341552734375,10.765625
236,0.9912109375,1.763671875,1.748046875,12.515625
237,1.4833984375,-0.68017578125,-1.0087890625,11.5078125
238,0.347900390625,-1.0556640625,-0.3671875,11.140625
239,0.125732421875,0.23388671875,0.0294036865234375,11.171875
240,-0.65966796875,0.0198211669921875,-0.0130767822265625,11.15625
241,-1.5771484375,0.199462890625,-0.314697265625,10.84375
242,-0.66357421875,-0.08843994140625,0.058685302734375,10.90625
243,1.46875,0.78076171875,1.146484375,12.0546875
244,0.299072265625,-0.239501953125,-0.0716552734375,11.984375
245,-0.55615234375,0.93994140625,-0.52294921875,11.4609375
246,0.04608154296875,1.09375,0.0504150390625,11.5078125
247,-1.076171875,-0.244384765625,0.262939453125,11.7734375
248,-0.144775390625,-2.07421875,0.30029296875,12.0703125
249,-0.1082763671875,0.2410888671875,-0.0261077880859375,12.046875
250,-0.7451171875,0.779296875,-0.58056640625,11.46875
251,-0.347900390625,0.01419830322265625,-0.004940032958984375,11.4609375
252,0.09393310546875,1.0341796875,0.09716796875,11.5546875
253,0.06463623046875,0.203369140625,0.01314544677734375,11.5703125
254,-0.92236328125,-0.5087890625,0.46923828125,12.0390625
255,0.7890625,-0.8291015625,-0.654296875,11.3828125
256,-1.80078125,1.7060546875,-3.072265625,8.3125
257,-1.935546875,0.5400390625,-1.044921875,7.265625
258,1.1005859375,0.2008056640625,0.220947265625,7.48828125
259,0.025054931640625,-1.7861328125,-0.04473876953125,7.4453125
260,0.580078125,-1.3837890625,-0.802734375,6.640625
261,0.53857421875,1.8056640625,0.97265625,7.61328125
262,0.5126953125,-0.1605224609375,-0.082275390625,7.53125
263,-1.431640625,-0.888671875,1.2724609375,8.8046875
264,2.37890625,-0.2230224609375,-0.53076171875,8.2734375
265,-1.5439453125,-0.5361328125,0.82763671875,9.1015625
266,-0.1741943359375,-0.97216796875,0.1693115234375,9.2734375
267,-0.0224456787109375,0.6787109375,-0.01523590087890625,9.2578125
268,0.217529296875,-1.193359375,-0.259521484375,9.0
269,0.65185546875,0.55322265625,0.360595703125,9.359375
270,1.5595703125,0.1357421875,0.211669921875,9.5703125
271,0.26904296875,-0.07501220703125,-0.0201873779296875,9.546875
272,0.50048828125,2.16796875,1.0849609375,10.6328125
273,-0.2437744140625,0.568359375,-0.1385498046875,10.4921875
274,-0.86376953125,1.3203125,-1.140625,9.3515625
275,0.427734375,0.58837890625,0.251708984375,9.6015625
276,-0.210693359375,1.7587890625,-0.37060546875,9.234375
277,-1.5400390625,0.859375,-1.3232421875,7.91015625
278,-0.1075439453125,-1.228515625,0.132080078125,8.0390625
279,-0.025421142578125,0.361572265625,-0.00919342041015625,8.03125
280,-0.161376953125,-0.44091796875,0.0711669921875,8.1015625
281,0.55078125,-0.97265625,-0.53564453125,7.56640625
282,2.54296875,0.49365234375,1.2548828125,8.8203125
283,-0.160888671875,0.49951171875,-0.08038330078125,8.7421875
284,-0.8681640625,-1.7119140625,1.486328125,10.2265625
285,1.412109375,0.6376953125,0.900390625,11.125
286,0.689453125,-0.0011148452758789062,-0.0007686614990234375,11.125
287,0.84765625,-0.374267578125,-0.317138671875,10.8046875
288,0.28466796875,-1.2490234375,-0.35546875,10.453125
289,0.0170440673828125,1.80078125,0.0306854248046875,10.484375
290,0.728515625,-1.79296875,-1.306640625,9.1796875
291,1.2001953125,0.235107421875,0.2822265625,9.4609375
292,-0.11578369140625,-0.09869384765625,0.0114288330078125,9.46875
293,-1.412109375,-0.26513671875,0.37451171875,9.84375
294,-0.64208984375,-1.669921875,1.072265625,10.9140625
295,0.88427734375,-0.0906982421875,-0.0802001953125,10.8359375
296,0.75,-0.1956787109375,-0.146728515625,10.6875
297,0.6796875,0.2216796875,0.150634765625,10.8359375
298,-0.53076171875,0.055938720703125,-0.029693603515625,10.8046875
299,-1.791015625,1.8056640625,-3.234375,7.5703125
300,-0.286376953125,-0.5419921875,0.1552734375,7.7265625
301,0.08056640625,-1.41015625,-0.11358642578125,7.61328125
302,-1.2998046875,0.273193359375,-0.35498046875,7.2578125
303,1.3408203125,-1.5419921875,-2.068359375,5.1875
304,-1.3251953125,1.533203125,-2.03125,3.15625
305,0.26123046875,0.67822265625,0.1771240234375,3.333984375
306,0.60400390625,-0.281005859375,-0.169677734375,3.1640625
307,-1.4921875,-0.646484375,0.96484375,4.12890625
308,-1.7978515625,-0.71875,1.2919921875,5.421875
309,1.126953125,1.62890625,1.8359375,7.2578125
310,1.40234375,0.1080322265625,0.1514892578125,7.41015625
311,-0.43701171875,-1.421875,0.62158203125,8.03125
312,-0.372802734375,-0.9208984375,0.34326171875,8.375
313,-1.1806640625,0.14990234375,-0.177001953125,8.1953125
314,-2.662109375,1.1669921875,-3.107421875,5.0859375
315,-0.3232421875,-1.8232421875,0.58935546875,5.67578125
316,0.10205078125,-0.1297607421875,-0.01324462890625,5.6640625
317,1.2568359375,0.2032470703125,0.25537109375,5.91796875
318,-1.3701171875,1.2294921875,-1.6845703125,4.234375
319,0.357421875,-1.009765625,-0.36083984375,3.873046875
320,1.716796875,0.8525390625,1.4638671875,5.3359375
321,-2.30859375,1.169921875,-2.701171875,2.634765625
322,1.3173828125,1.9189453125,2.52734375,5.1640625
323,-1.1484375,-0.04681396484375,0.05377197265625,5.21875
324,-1.2998046875,1.958984375,-2.546875,2.671875
325,-0.0657958984375,0.11468505859375,-0.00754547119140625,2.6640625
326,1.0341796875,-1.078125,-1.115234375,1.548828125
327,-2.306640625,0.7353515625,-1.6962890625,-0.1474609375
328,-0.1280517578125,0.5751953125,-0.07366943359375,-0.22119140625
329,0.853515625,1.97265625,1.68359375,1.462890625
330,-0.06060791015625,-0.415283203125,0.025177001953125,1.48828125
331,-0.9541015625,1.0576171875,-1.0087890625,0.4794921875
332,-1.791015625,-1.5849609375,2.837890625,3.31640625
333,-0.0263214111328125,1.36328125,-0.035888671875,3.28125
334,0.0916748046875,-1.5517578125,-0.1422119140625,3.138671875
335,-1.181640625,0.186767578125,-0.220703125,2.91796875
336,-1.099609375,1.3828125,-1.5205078125,1.3974609375
337,2.44140625,-0.1689453125,-0.412353515625,0.9853515625
338,0.309326171875,-1.55078125,-0.479736328125,0.505859375
339,-1.5185546875,0.14306640625,-0.21728515625,0.28857421875
340,-0.77734375,-0.442626953125,0.343994140625,0.6328125
341,0.7255859375,-1.7216796875,-1.2490234375,-0.6162109375
342,0.88916015625,0.2218017578125,0.197265625,-0.4189453125
343,1.025390625,-0.66943359375,-0.6865234375,-1.10546875
344,0.8154296875,1.884765625,1.537109375,0.431640625
345,2.318359375,0.1619873046875,0.37548828125,0.80712890625
346,-0.2271728515625,0.42431640625,-0.09637451171875,0.7109375
347,3.03515625,1.162109375,3.52734375,4.23828125
348,0.54931640625,2.05859375,1.130859375,5.3671875
349,0.0228729248046875,0.2154541015625,0.0049285888671875,5.37109375
350,-0.408447265625,1.328125,-0.54248046875,4.828125
351,-0.262451171875,1.3056640625,-0.3427734375,4.484375
352,0.87353515625,-0.21044921875,-0.183837890625,4.30078125
353,-1.2119140625,-0.67138671875,0.8134765625,5.11328125
354,-1.2138671875,-1.2568359375,1.525390625,6.640625
355,-0.30029296875,-0.64794921875,0.194580078125,6.8359375
356,-0.379150390625,0.23095703125,-0.08758544921875,6.75
357,0.31640625,0.146484375,0.046356201171875,6.796875
358,-1.0087890625,-1.0478515625,1.056640625,7.8515625
359,1.9892578125,-1.25390625,-2.494140625,5.359375
360,0.2213134765625,-0.0119476318359375,-0.002643585205078125,5.35546875
361,-0.09228515625,0.7421875,-0.0684814453125,5.28515625
362,1.4384765625,0.5166015625,0.7431640625,6.02734375
363,0.61328125,-0.1578369140625,-0.0968017578125,5.9296875
364,0.66650390625,-0.88818359375,-0.591796875,5.3359375
365,0.76220703125,-0.56298828125,-0.42919921875,4.90625
366,0.436767578125,-1.775390625,-0.775390625,4.1328125
367,-0.0968017578125,1.0146484375,-0.09820556640625,4.03515625
368,-0.456298828125,-0.0129852294921875,0.005924224853515625,4.04296875
369,-1.177734375,0.45849609375,-0.5400390625,3.50390625
370,0.234619140625,-0.8232421875,-0.193115234375,3.310546875
371,1.6103515625,0.58154296875,0.9365234375,4.24609375
372,1.0390625,-1.3603515625,-1.4130859375,2.83203125
373,1.1982421875,0.31982421875,0.38330078125,3.21484375
374,-1.1630859375,0.90771484375,-1.0556640625,2.16015625
375,0.2349853515625,1.3876953125,0.326171875,2.486328125
376,1.251953125,-0.031768798828125,-0.039764404296875,2.447265625
377,-0.1492919921875,0.833984375,-0.12451171875,2.322265625
378,-0.626953125,-1.5390625,0.96484375,3.287109375
379,1.15625,0.1375732421875,0.1590576171875,3.4453125
380,-2.419921875,0.427490234375,-1.0341796875,2.41015625
381,0.68310546875,0.1710205078125,0.1168212890625,2.52734375
382,-0.68701171875,-0.34912109375,0.2398681640625,2.767578125
383,-0.09185791015625,1.28515625,-0.1180419921875,2.650390625
384,-0.71337890625,0.2113037109375,-0.1507568359375,2.5
385,-1.294921875,-1.228515625,1.5908203125,4.08984375
386,1.2158203125,1.1171875,1.3583984375,5.44921875
387,-0.04791259765625,-1.072265625,0.051361083984375,5.5
388,-0.796875,1.3564453125,-1.0810546875,4.41796875
389,0.424560546875,0.486083984375,0.2064208984375,4.625
390,-0.1937255859375,-0.088134765625,0.0170745849609375,4.640625
391,-0.156494140625,-1.1005859375,0.1722412109375,4.8125
392,-0.1424560546875,0.00716400146484375,-0.0010204315185546875,4.8125
393,-0.28466796875,-0.60791015625,0.173095703125,4.984375
394,-1.44921875,-0.276611328125,0.40087890625,5.38671875
395,-0.53125,-1.6552734375,0.87939453125,6.265625
396,-0.0823974609375,0.4091796875,-0.033721923828125,6.23046875
397,-1.6474609375,-0.30810546875,0.5078125,6.73828125
398,-0.27197265625,-0.49072265625,0.1334228515625,6.87109375
399,1.89453125,-2.322265625,-4.3984375,2.47265625
400,-0.556640625,-1.2001953125,0.66796875,3.140625
401,-0.460693359375,-1.912109375,0.880859375,4.0234375
402,-0.31005859375,0.71240234375,-0.220947265625,3.802734375
403,0.05908203125,0.27490234375,0.0162353515625,3.818359375
404,0.5185546875,-0.66943359375,-0.34716796875,3.470703125
405,0.0736083984375,1.294921875,0.0953369140625,3.56640625
406,1.40625,-1.0751953125,-1.51171875,2.0546875
407,-0.48681640625,-1.2568359375,0.61181640625,2.666015625
408,0.294189453125,1.8603515625,0.54736328125,3.212890625
409,1.197265625,0.296142578125,0.3544921875,3.56640625
410,-0.2236328125,-0.01013946533203125,0.0022678375244140625,3.568359375
411,0.86279296875,-3.0859375,-2.662109375,0.90625
412,0.3681640625,0.11260986328125,0.041473388671875,0.94775390625
413,1.705078125,0.65869140625,1.123046875,2.0703125
414,-0.91943359375,2.537109375,-2.33203125,-0.26171875
415,0.53759765625,-1.248046875,-0.6708984375,-0.9326171875
416,1.18359375,2.857421875,3.3828125,2.44921875
417,1.6552734375,0.72607421875,1.2021484375,3.65234375
418,-0.2353515625,0.1798095703125,-0.042327880859375,3.609375
419,-1.6572265625,0.11859130859375,-0.196533203125,3.412109375
420,1.970703125,0.54052734375,1.0654296875,4.4765625
421,0.99853515625,1.185546875,1.18359375,5.66015625
422,0.7900390625,1.4375,1.1357421875,6.796875
423,-0.91259765625,0.146240234375,-0.1334228515625,6.6640625
424,0.82470703125,-0.66650390625,-0.5498046875,6.11328125
425,1.517578125,1.017578125,1.5439453125,7.65625
426,-0.164794921875,-0.92919921875,0.153076171875,7.80859375
427,1.0458984375,-1.55078125,-1.6220703125,6.1875
428,-0.382080078125,-0.68212890625,0.2607421875,6.44921875
429,0.62548828125,0.370361328125,0.231689453125,6.6796875
430,0.09893798828125,-0.32861328125,-0.032501220703125,6.6484375
431,-0.70166015625,-1.71484375,1.203125,7.8515625
432,0.10345458984375,-0.359619140625,-0.037200927734375,7.8125
433,-1.44140625,0.74853515625,-1.0791015625,6.734375
434,2.443359375,0.56787109375,1.3876953125,8.125
435,1.1640625,-1.185546875,-1.3798828125,6.74609375
436,0.254150390625,-0.14111328125,-0.035858154296875,6.7109375
437,-0.367919921875,0.101806640625,-0.037445068359375,6.671875
438,0.84521484375,-1.7294921875,-1.4619140625,5.2109375
439,0.410400390625,-0.4853515625,-0.19921875,5.01171875
440,0.482177734375,-1.224609375,-0.59033203125,4.421875
441,-1.8671875,0.125,-0.2333984375,4.1875
442,0.96826171875,-1.0615234375,-1.0283203125,3.16015625
443,-0.9423828125,0.280029296875,-0.263916015625,2.896484375
444,1.1533203125,0.11663818359375,0.134521484375,3.03125
445,0.8046875,-0.626953125,-0.50439453125,2.52734375
446,1.060546875,1.2421875,1.3173828125,3.84375
447,0.52392578125,0.2183837890625,0.11444091796875,3.958984375
448,-0.140380859375,-0.149169921875,0.02093505859375,3.98046875
449,1.388671875,-0.5947265625,-0.82568359375,3.154296875
450,0.308349609375,-0.02801513671875,-0.008636474609375,3.146484375
451,0.439453125,0.0289154052734375,0.0127105712890625,3.16015625
452,-0.0308685302734375,-0.8466796875,0.0261383056640625,3.185546875
